case_,date_of_occurrence,block,_primary_decsription,fbi_cd,_secondary_description,ward,_location_description,domestic,beat,_iucr,arrest,:@computed_region_43wa_7qmu,location,y_coordinate,latitude,:@computed_region_awaf_s7ux,x_coordinate,longitude,:@computed_region_bdys_3d7i,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k
JG119089,2023-01-16T16:00:00.000,012XX W CHASE AVE,MOTOR VEHICLE THEFT,07,AUTOMOBILE,49,STREET,N,2423,0910,N,5.0,"{'latitude': '42.013961706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.66296964'}",1948391.0,42.013961706,3.0,1166424.0,-87.66296964,357.0,21853.0,10.0
JG119004,2023-01-16T21:05:00.000,004XX N WELLS ST,THEFT,06,RETAIL THEFT,42,CONVENIENCE STORE,N,1831,0860,N,36.0,"{'latitude': '41.889369287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.634022523'}",1903052.0,41.889369287,22.0,1174661.0,-87.634022523,652.0,4446.0,37.0
JG117753,2023-01-16T03:05:00.000,018XX N MASON AVE,BATTERY,08B,SIMPLE,29,APARTMENT,Y,2531,0460,N,7.0,"{'latitude': '41.913484924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.774110058'}",1911560.0,41.913484924,52.0,1136460.0,-87.774110058,597.0,22615.0,26.0
JG118124,2023-01-16T11:30:00.000,048XX S WOOD ST,BATTERY,08B,SIMPLE,15,STREET,N,931,0460,N,3.0,"{'latitude': '41.805930802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.669760557'}",1872570.0,41.805930802,53.0,1165165.0,-87.669760557,740.0,14924.0,59.0
JG118365,2023-01-16T14:47:00.000,084XX S SANGAMON ST,MOTOR VEHICLE THEFT,07,THEFT / RECOVERY - AUTOMOBILE,21,STREET,N,613,0930,N,13.0,"{'latitude': '41.741025918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.647407329'}",1848967.0,41.741025918,18.0,1171448.0,-87.647407329,530.0,21554.0,70.0
JG220543,2023-04-09T09:00:00.000,097XX S HOYNE AVE,DECEPTIVE PRACTICE,11,ATTEMPT - FINANCIAL IDENTITY THEFT,19,RESIDENCE,N,2213,1156,N,42.0,"{'latitude': '41.716876293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.674673539'}",1840109.0,41.716876293,33.0,1164074.0,-87.674673539,629.0,22212.0,71.0
JG181156,2023-03-08T21:00:00.000,061XX W GRAND AVE,OTHER OFFENSE,26,EAVESDROPPING,36,OTHER (SPECIFY),N,2512,500E,N,44.0,"{'latitude': '41.921297033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.779623356'}",1914397.0,41.921297033,52.0,1134941.0,-87.779623356,77.0,22615.0,19.0
JG125533,2022-12-22T00:00:00.000,074XX N CAMPBELL AVE,THEFT,06,OVER $500,50,STREET,N,2411,0810,N,,,,,,,,,,
JG118417,2023-01-16T14:49:00.000,029XX W FLOURNOY ST,OTHER OFFENSE,26,HARASSMENT BY ELECTRONIC MEANS,28,RESIDENCE,N,1135,2826,N,23.0,"{'latitude': '41.872844064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.699367575'}",1896892.0,41.872844064,48.0,1156913.0,-87.699367575,714.0,21184.0,28.0
JG118275,2023-01-16T13:30:00.000,002XX N CLARK ST,CRIMINAL DAMAGE,14,TO VEHICLE,42,PARKING LOT / GARAGE (NON RESIDENTIAL),N,122,1320,N,36.0,"{'latitude': '41.885879253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.630979425'}",1901787.0,41.885879253,22.0,1175500.0,-87.630979425,92.0,14309.0,38.0
JG118981,2023-01-16T18:30:00.000,020XX N LINCOLN PARK WEST,MOTOR VEHICLE THEFT,07,AUTOMOBILE,43,STREET,N,1814,0910,N,34.0,"{'latitude': '41.91950435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.636386887'}",1914028.0,41.91950435,51.0,1173928.0,-87.636386887,207.0,21190.0,68.0
JG118023,2023-01-16T10:17:00.000,002XX W 107TH PL,BURGLARY,05,FORCIBLE ENTRY,34,RESIDENCE,N,513,0610,N,22.0,"{'latitude': '41.69889162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.62913268'}",1833654.0,41.69889162,45.0,1176561.0,-87.62913268,524.0,21861.0,45.0
JG119437,2023-01-16T14:30:00.000,004XX N WABASH AVE,THEFT,06,$500 AND UNDER,42,APARTMENT,N,1834,0820,N,36.0,"{'latitude': '41.89036711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.626673634'}",1903432.0,41.89036711,22.0,1176659.0,-87.626673634,626.0,21182.0,37.0
JG117993,2023-01-16T09:38:00.000,0000X W TERMINAL ST,OTHER OFFENSE,26,BOARD PLANE WITH WEAPON,41,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,N,1651,4860,Y,29.0,"{'latitude': '41.979006297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.906463155'}",1935229.0,41.979006297,34.0,1100317.0,-87.906463155,668.0,16197.0,75.0
JG118859,2023-01-16T22:42:00.000,070XX S GREEN ST,OTHER OFFENSE,26,FALSE / STOLEN / ALTERED TRP,6,STREET,N,733,502P,N,32.0,"{'latitude': '41.766249377', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.645665154'}",1858162.0,41.766249377,17.0,1171850.0,-87.645665154,410.0,21559.0,66.0
JG118754,2023-01-16T20:30:00.000,044XX W WEST END AVE,ROBBERY,03,AGGRAVATED VEHICULAR HIJACKING,28,ALLEY,N,1113,0326,N,23.0,"{'latitude': '41.883238984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.736174854'}",1900608.0,41.883238984,11.0,1146862.0,-87.736174854,732.0,21572.0,27.0
JG118781,2023-01-16T20:20:00.000,056XX N CLARK ST,BATTERY,08B,DOMESTIC BATTERY SIMPLE,40,SIDEWALK,Y,2012,0486,N,16.0,"{'latitude': '41.984672427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.669011137'}",1937705.0,41.984672427,40.0,1164865.0,-87.669011137,539.0,4451.0,76.0
JG216688,2023-04-09T15:00:00.000,023XX S WHIPPLE ST,BURGLARY,05,FORCIBLE ENTRY,12,APARTMENT,N,1033,0610,N,1.0,"{'latitude': '41.849307399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.701508594'}",1888311.0,41.849307399,29.0,1156393.0,-87.701508594,261.0,21569.0,32.0
JG118395,2023-01-16T14:30:00.000,083XX S ABERDEEN ST,OTHER OFFENSE,26,VIOLATE ORDER OF PROTECTION,21,RESIDENCE,Y,613,4387,N,13.0,"{'latitude': '41.742590177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.651095231'}",1849529.0,41.742590177,18.0,1170437.0,-87.651095231,530.0,21554.0,70.0
JG118156,2023-01-16T11:42:00.000,031XX N CLARK ST,THEFT,06,RETAIL THEFT,44,SMALL RETAIL STORE,N,1933,0860,N,25.0,"{'latitude': '41.93859561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.649576033'}",1920956.0,41.93859561,38.0,1170283.0,-87.649576033,681.0,4449.0,57.0
JG117695,2023-01-16T00:32:00.000,081XX S PULASKI RD,ROBBERY,03,AGGRAVATED VEHICULAR HIJACKING,18,SIDEWALK,N,834,0326,N,30.0,"{'latitude': '41.744604389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.72175209'}",1850118.0,41.744604389,6.0,1151149.0,-87.72175209,199.0,4300.0,69.0
JG118743,2023-01-16T18:30:00.000,062XX S INDIANA AVE,MOTOR VEHICLE THEFT,07,AUTOMOBILE,20,STREET,N,311,0910,N,4.0,"{'latitude': '41.781378313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.62039569'}",1863731.0,41.781378313,53.0,1178698.0,-87.62039569,404.0,22260.0,7.0
JG118976,2023-01-16T20:30:00.000,064XX S STEWART AVE,CRIMINAL DAMAGE,14,TO VEHICLE,20,STREET,N,722,1320,N,4.0,"{'latitude': '41.7774036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.634979951'}",1862250.0,41.7774036,53.0,1174732.0,-87.634979951,435.0,21559.0,66.0
JG120310,2023-01-16T09:00:00.000,009XX S MICHIGAN AVE,THEFT,06,OVER $500,4,STREET,N,123,0810,N,10.0,"{'latitude': '41.870389849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.62413639'}",1896158.0,41.870389849,48.0,1177410.0,-87.62413639,368.0,14913.0,38.0
JG119347,2023-01-16T22:00:00.000,039XX W GEORGE ST,CRIMINAL DAMAGE,14,TO VEHICLE,30,STREET,N,2523,1320,N,21.0,"{'latitude': '41.933643525', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.724896248'}",1918997.0,41.933643525,27.0,1149803.0,-87.724896248,71.0,21538.0,22.0
JG119254,2023-01-16T20:55:00.000,037XX S COTTAGE GROVE AVE,THEFT,06,OVER $500,4,STREET,N,212,0810,N,10.0,"{'latitude': '41.826502965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.608198422'}",1880202.0,41.826502965,1.0,1181886.0,-87.608198422,221.0,4301.0,2.0
JG118718,2023-01-16T02:00:00.000,019XX N FAIRFIELD AVE,DECEPTIVE PRACTICE,11,ATTEMPT - FINANCIAL IDENTITY THEFT,1,RESIDENCE,N,1421,1156,N,41.0,"{'latitude': '41.916307574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.695939477'}",1912737.0,41.916307574,24.0,1157729.0,-87.695939477,180.0,22535.0,23.0
JG118126,2023-01-16T11:01:00.000,040XX W WILCOX ST,NARCOTICS,18,POSSESS - HEROIN (WHITE),28,SIDEWALK,N,1115,2024,Y,23.0,"{'latitude': '41.878861855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.726220357'}",1899032.0,41.878861855,11.0,1149584.0,-87.726220357,675.0,21572.0,27.0
JF495836,2022-12-02T17:56:00.000,044XX S ALBANY AVE,ROBBERY,03,AGGRAVATED VEHICULAR HIJACKING,15,STREET,N,922,0326,Y,8.0,"{'latitude': '41.812957788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.701689881'}",1875065.0,41.812957788,49.0,1156441.0,-87.701689881,156.0,22248.0,55.0
JG117972,2023-01-16T09:00:00.000,034XX W EVERGREEN AVE,ROBBERY,03,ARMED - HANDGUN,26,SIDEWALK,N,1422,031A,N,49.0,"{'latitude': '41.905508196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.712824007'}",1908768.0,41.905508196,10.0,1153162.0,-87.712824007,455.0,4299.0,24.0
JG120110,2023-01-16T21:00:00.000,013XX E 48TH ST,MOTOR VEHICLE THEFT,07,AUTOMOBILE,4,STREET,N,222,0910,N,10.0,"{'latitude': '41.80786747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.59284548'}",1873447.0,41.80786747,1.0,1186129.0,-87.59284548,356.0,21192.0,5.0
JG118590,2023-01-16T17:16:00.000,109XX S ESMOND ST,BATTERY,08B,SIMPLE,19,RESIDENCE,Y,2212,0460,N,42.0,"{'latitude': '41.694265721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.66657436'}",1831887.0,41.694265721,33.0,1166349.0,-87.66657436,380.0,22212.0,74.0
JG117919,2023-01-16T07:41:00.000,0000X E WASHINGTON ST,BATTERY,08B,SIMPLE,42,OTHER (SPECIFY),N,111,0460,N,36.0,"{'latitude': '41.883219043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.627229799'}",1900826.0,41.883219043,22.0,1176529.0,-87.627229799,580.0,14310.0,38.0
JG118709,2023-01-16T18:51:00.000,001XX N STATE ST,THEFT,06,RETAIL THEFT,42,DEPARTMENT STORE,N,111,0860,Y,36.0,"{'latitude': '41.883500187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.627876698'}",1900927.0,41.883500187,22.0,1176352.0,-87.627876698,580.0,14310.0,38.0
JG117849,2023-01-16T06:10:00.000,007XX W 30TH ST,BATTERY,08B,SIMPLE,11,STREET,N,914,0460,N,48.0,"{'latitude': '41.83987735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.645486605'}",1884992.0,41.83987735,26.0,1171684.0,-87.645486605,688.0,21194.0,58.0
JG117867,2023-01-16T03:00:00.000,052XX W FULLERTON AVE,MOTOR VEHICLE THEFT,07,ATTEMPT - AUTOMOBILE,31,STREET,N,2515,0920,N,17.0,"{'latitude': '41.924102822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.756452662'}",1915461.0,41.924102822,7.0,1141240.0,-87.756452662,80.0,22615.0,19.0
JG118177,2023-01-16T12:04:00.000,005XX W MONROE ST,DECEPTIVE PRACTICE,11,THEFT OF LABOR / SERVICES,42,AUTO / BOAT / RV DEALERSHIP,N,121,1210,N,36.0,"{'latitude': '41.880555964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.64192187'}",1899823.0,41.880555964,48.0,1172536.0,-87.64192187,786.0,4452.0,29.0
JF417427,2022-09-09T06:00:00.000,038XX W DIVISION ST,THEFT,06,FROM BUILDING,37,APARTMENT,N,2535,0890,N,,,,,,,,,,
JG126295,2022-12-19T10:15:00.000,008XX E 49TH ST,THEFT,06,OVER $500,4,APARTMENT,N,223,0810,N,,,,,,,,,,
JG121961,2023-01-16T00:30:00.000,097XX S ESCANABA AVE,MOTOR VEHICLE THEFT,07,AUTOMOBILE,10,STREET,N,431,0910,N,47.0,"{'latitude': '41.718636286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.553780588'}",1841026.0,41.718636286,47.0,1197074.0,-87.553780588,526.0,21202.0,48.0
JG119330,2023-01-16T00:30:00.000,005XX N STATE ST,ROBBERY,03,STRONG ARM - NO WEAPON,42,CTA TRAIN,N,1834,0320,N,36.0,"{'latitude': '41.891404732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.628061509'}",1903807.0,41.891404732,22.0,1176278.0,-87.628061509,669.0,21182.0,37.0
JG117681,2023-01-16T00:30:00.000,008XX E HYDE PARK BLVD,OTHER OFFENSE,26,VEHICLE TITLE / REGISTRATION OFFENSE,4,STREET,N,223,502R,N,33.0,"{'latitude': '41.80226991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.605416574'}",1871378.0,41.80226991,1.0,1182719.0,-87.605416574,461.0,21192.0,8.0
JG118814,2023-01-16T20:56:00.000,026XX N CLARK ST,THEFT,06,RETAIL THEFT,43,SMALL RETAIL STORE,N,1935,0860,N,34.0,"{'latitude': '41.930906002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.644017035'}",1918166.0,41.930906002,51.0,1171818.0,-87.644017035,18.0,21190.0,68.0
JG118476,2023-01-16T16:02:00.000,065XX N OKETO AVE,OTHER OFFENSE,26,VIOLATE ORDER OF PROTECTION,41,APARTMENT,Y,1612,4387,N,29.0,"{'latitude': '41.999426816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.811692897'}",1942813.0,41.999426816,34.0,1126040.0,-87.811692897,654.0,22243.0,77.0
JG117772,2023-01-16T03:00:00.000,065XX W ARCHER AVE,OTHER OFFENSE,26,FALSE / STOLEN / ALTERED TRP,23,PARKING LOT / GARAGE (NON RESIDENTIAL),N,811,502P,N,6.0,"{'latitude': '41.792262351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.786037883'}",1867366.0,41.792262351,35.0,1133495.0,-87.786037883,588.0,22268.0,53.0
JG217352,2023-04-09T23:45:00.000,003XX S DEARBORN ST,ROBBERY,03,ARMED - KNIFE / CUTTING INSTRUMENT,4,GROCERY FOOD STORE,N,113,0312,N,10.0,"{'latitude': '41.877578503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.629282088'}",1898766.0,41.877578503,48.0,1175987.0,-87.629282088,92.0,14912.0,38.0
JG118804,2023-01-16T21:21:00.000,045XX W NORTH AVE,THEFT,06,ATTEMPT THEFT,37,APPLIANCE STORE,N,2533,0850,N,45.0,"{'latitude': '41.90971226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.73926766'}",1910249.0,41.90971226,4.0,1145953.0,-87.73926766,286.0,22615.0,24.0
JG117899,2023-01-16T08:06:00.000,017XX W HOWARD ST,THEFT,06,RETAIL THEFT,49,GROCERY FOOD STORE,N,2422,0860,N,,"{'latitude': '42.019399237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.675049485'}",1950347.0,42.019399237,,1163126.0,-87.675049485,489.0,21853.0,
JG118705,2023-01-16T19:04:00.000,065XX N SHERIDAN RD,ASSAULT,04A,AGGRAVATED - OTHER DANGEROUS WEAPON,49,RESTAURANT,N,2432,0530,Y,5.0,"{'latitude': '42.00180847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.660753652'}",1943967.0,42.00180847,3.0,1167061.0,-87.660753652,267.0,21853.0,10.0
JG120661,2023-01-16T18:30:00.000,010XX W ADDISON ST,DECEPTIVE PRACTICE,10,COUNTERFEITING DOCUMENT,44,GROCERY FOOD STORE,N,1924,1121,N,25.0,"{'latitude': '41.947227914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.655424114'}",1924089.0,41.947227914,38.0,1168667.0,-87.655424114,691.0,21186.0,57.0
JG118463,2023-01-16T14:16:00.000,001XX N STATE ST,THEFT,06,RETAIL THEFT,42,DEPARTMENT STORE,N,111,0860,Y,36.0,"{'latitude': '41.883500187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.627876698'}",1900927.0,41.883500187,22.0,1176352.0,-87.627876698,580.0,14310.0,38.0
JG118224,2023-01-16T12:15:00.000,004XX N LAWLER AVE,ASSAULT,08A,SIMPLE,37,STREET,N,1532,0560,N,45.0,"{'latitude': '41.888230793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.75168534'}",1902398.0,41.888230793,11.0,1142626.0,-87.75168534,694.0,22216.0,26.0
JG118013,2023-01-16T01:00:00.000,024XX S SACRAMENTO AVE,MOTOR VEHICLE THEFT,07,AUTOMOBILE,12,RESIDENCE,N,1033,0910,N,1.0,"{'latitude': '41.847365624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.700224773'}",1887606.0,41.847365624,29.0,1156748.0,-87.700224773,261.0,21569.0,32.0
JF389505,2022-08-25T00:00:00.000,082XX S PAULINA ST,OFFENSE INVOLVING CHILDREN,02,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,21,RESIDENCE,Y,614,1754,N,13.0,"{'latitude': '41.744092095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.665710996'}",1850045.0,41.744092095,6.0,1166444.0,-87.665710996,532.0,21554.0,70.0
JG118248,2023-01-16T13:00:00.000,026XX W WARREN BLVD,MOTOR VEHICLE THEFT,07,ATTEMPT - AUTOMOBILE,27,ALLEY,N,1222,0920,N,46.0,"{'latitude': '41.882025095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.692718273'}",1900251.0,41.882025095,48.0,1158699.0,-87.692718273,38.0,21184.0,28.0
JG118370,2023-01-16T14:22:00.000,052XX S RACINE AVE,BATTERY,08B,DOMESTIC BATTERY SIMPLE,20,RESIDENCE,Y,934,0486,N,4.0,"{'latitude': '41.799074381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.654989086'}",1870103.0,41.799074381,19.0,1169212.0,-87.654989086,791.0,14924.0,59.0
JG118037,2023-01-16T07:00:00.000,022XX W FOSTER AVE,CRIMINAL DAMAGE,14,TO PROPERTY,40,SIDEWALK,N,2031,1310,N,24.0,"{'latitude': '41.975942005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.685621624'}",1934489.0,41.975942005,13.0,1160373.0,-87.685621624,664.0,21849.0,6.0
JG119890,2023-01-16T23:00:00.000,063XX S ELIZABETH ST,MOTOR VEHICLE THEFT,07,AUTOMOBILE,16,STREET,N,724,0910,N,2.0,"{'latitude': '41.778861392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.655697099'}",1862736.0,41.778861392,19.0,1169077.0,-87.655697099,21.0,22257.0,65.0
JG118240,2023-01-16T00:00:00.000,009XX W EASTWOOD AVE,ASSAULT,08A,SIMPLE,46,APARTMENT,Y,1914,0560,N,39.0,"{'latitude': '41.966393303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.653540556'}",1931077.0,41.966393303,37.0,1169124.0,-87.653540556,19.0,22616.0,31.0
